"","V1","V2"
"1873",74,260
"1874",74,301
"1875",74,327
"1876",74,330
"1877",74,373
"1878",74,376
"1879",74,422
"1880",74,449
"1881",74,459
"1882",74,477
"1883",75,2
"1884",75,23
"1885",75,67
"1886",75,88
"1887",75,109
"1888",75,111
"1889",75,112
"1890",75,118
"1891",75,151
"1892",75,205
"1893",75,213
"1894",75,217
"1895",75,323
"1896",75,327
"1897",75,384
"1898",75,389
"1899",75,398
"1900",75,401
"1901",75,405
"1902",75,452
"1903",75,464
"1904",75,479
"1905",75,483
"1906",75,486
"1907",76,20
"1908",76,52
"1909",76,54
"1910",76,56
"1911",76,61
"1912",76,62
"1913",76,65
"1914",76,78
"1915",76,82
"1916",76,91
"1917",76,129
"1918",76,149
"1919",76,153
"1920",76,183
"1921",76,187
"1922",76,227
"1923",76,247
"1924",76,265
"1925",76,271
"1926",76,296
"1927",76,316
"1928",76,317
"1929",76,392
"1930",76,396
"1931",76,402
"1932",76,406
"1933",76,419
"1934",76,426
"1935",76,477
"1936",77,14
"1937",77,91
"1938",77,129
"1939",77,144
"1940",77,196
"1941",77,205
"1942",77,215
"1943",77,216
"1944",77,223
"1945",77,251
"1946",77,265
"1947",77,279
"1948",77,304
"1949",77,311
"1950",77,318
"1951",77,324
"1952",77,347
"1953",77,351
"1954",77,356
"1955",77,447
"1956",77,459
"1957",77,477
"1958",78,27
"1959",78,31
"1960",78,34
"1961",78,38
"1962",78,59
"1963",78,76
"1964",78,107
"1965",78,108
"1966",78,138
"1967",78,151
"1968",78,160
"1969",78,233
"1970",78,277
"1971",78,303
"1972",78,349
"1973",78,357
"1974",78,363
"1975",78,398
"1976",78,405
"1977",78,408
"1978",78,415
"1979",78,432
"1980",78,433
"1981",78,449
"1982",79,20
"1983",79,25
"1984",79,29
"1985",79,31
"1986",79,48
"1987",79,55
"1988",79,150
"1989",79,174
"1990",79,178
"1991",79,180
"1992",79,190
"1993",79,191
"1994",79,231
"1995",79,238
"1996",79,262
"1997",79,280
"1998",79,290
"1999",79,308
"2000",79,366
"2001",79,376
"2002",79,391
"2003",79,394
"2004",79,395
"2005",79,422
"2006",79,443
"2007",79,466
"2008",79,482
"2009",79,490
"2010",80,30
"2011",80,31
"2012",80,38
"2013",80,50
"2014",80,54
"2015",80,63
"2016",80,95
"2017",80,97
"2018",80,108
"2019",80,123
"2020",80,124
"2021",80,138
"2022",80,170
"2023",80,178
"2024",80,209
"2025",80,235
"2026",80,256
"2027",80,269
"2028",80,287
"2029",80,293
"2030",80,355
"2031",80,359
"2032",80,399
"2033",80,410
"2034",80,466
"2035",80,468
"2036",80,483
"2037",80,500
"2038",81,12
"2039",81,50
"2040",81,51
"2041",81,89
"2042",81,119
"2043",81,140
"2044",81,148
"2045",81,161
"2046",81,163
"2047",81,182
"2048",81,217
"2049",81,228
"2050",81,229
"2051",81,244
"2052",81,307
"2053",81,328
"2054",81,339
"2055",81,348
"2056",81,353
"2057",81,355
"2058",81,397
"2059",81,416
"2060",81,440
"2061",81,441
"2062",81,455
"2063",82,14
"2064",82,72
"2065",82,76
"2066",82,87
"2067",82,117
"2068",82,123
"2069",82,132
"2070",82,159
"2071",82,169
"2072",82,180
"2073",82,209
"2074",82,210
"2075",82,213
"2076",82,334
"2077",82,345
"2078",82,350
"2079",82,360
"2080",82,384
"2081",82,395
"2082",82,451
"2083",82,452
"2084",82,474
"2085",82,489
"2086",82,1354
"2087",83,17
"2088",83,19
"2089",83,26
"2090",83,34
"2091",83,39
"2092",83,40
"2093",83,114
"2094",83,201
"2095",83,202
"2096",83,261
"2097",83,288
"2098",83,292
"2099",83,295
"2100",83,309
"2101",83,320
"2102",83,322
"2103",83,339
"2104",83,368
"2105",83,381
"2106",83,392
"2107",83,395
"2108",83,418
"2109",83,421
"2110",83,429
"2111",83,437
"2112",83,438
"2113",83,454
"2114",83,483
"2115",84,11
"2116",84,18
"2117",84,56
"2118",84,61
"2119",84,62
"2120",84,86
"2121",84,102
"2122",84,125
"2123",84,128
"2124",84,194
"2125",84,213
"2126",84,220
"2127",84,227
"2128",84,229
"2129",84,240
"2130",84,241
"2131",84,263
"2132",84,279
"2133",84,294
"2134",84,329
"2135",84,336
"2136",84,372
"2137",84,381
"2138",84,382
"2139",84,386
"2140",84,395
"2141",84,399
"2142",84,409
"2143",84,425
"2144",84,475
"2145",84,492
"2146",85,26
"2147",85,51
"2148",85,101
"2149",85,114
"2150",85,117
"2151",85,123
"2152",85,137
"2153",85,145
"2154",85,163
"2155",85,169
"2156",85,176
"2157",85,180
"2158",85,185
"2159",85,250
"2160",85,252
"2161",85,270
"2162",85,281
"2163",85,285
"2164",85,324
"2165",85,332
"2166",85,355
"2167",85,380
"2168",85,381
"2169",85,400
"2170",85,432
"2171",85,483
"2172",86,59
"2173",86,60
"2174",86,66
"2175",86,84
"2176",86,90
"2177",86,113
"2178",86,154
"2179",86,180
"2180",86,186
"2181",86,197
"2182",86,202
"2183",86,211
"2184",86,272
"2185",86,279
"2186",86,289
"2187",86,414
"2188",86,447
"2189",86,459
"2190",87,7
"2191",87,9
"2192",87,11
"2193",87,41
"2194",87,82
"2195",87,113
"2196",87,122
"2197",87,126
"2198",87,132
"2199",87,153
"2200",87,255
"2201",87,269
"2202",87,284
"2203",87,293
"2204",87,311
"2205",87,312
"2206",87,328
"2207",87,329
"2208",87,350
"2209",87,362
"2210",87,365
"2211",87,368
"2212",87,373
"2213",87,418
"2214",87,491
"2215",87,1207
"2216",88,28
"2217",88,52
"2218",88,54
"2219",88,66
"2220",88,75
"2221",88,98
"2222",88,147
"2223",88,149
"2224",88,158
"2225",88,164
"2226",88,183
"2227",88,193
"2228",88,249
"2229",88,259
"2230",88,290
"2231",88,305
"2232",88,311
"2233",88,327
"2234",88,338
"2235",88,350
"2236",88,365
"2237",88,423
"2238",88,482
"2239",88,484
"2240",88,494
"2241",89,15
"2242",89,53
"2243",89,62
"2244",89,81
"2245",89,96
"2246",89,97
"2247",89,108
"2248",89,111
"2249",89,143
"2250",89,165
"2251",89,189
"2252",89,208
"2253",89,209
"2254",89,258
"2255",89,312
"2256",89,335
"2257",89,336
"2258",89,391
"2259",89,421
"2260",89,445
"2261",89,454
"2262",89,477
"2263",89,482
"2264",89,491
"2265",90,27
"2266",90,61
"2267",90,86
"2268",90,112
"2269",90,147
"2270",90,176
"2271",90,187
"2272",90,211
"2273",90,234
"2274",90,239
"2275",90,261
"2276",90,307
"2277",90,318
"2278",90,350
"2279",90,368
"2280",90,371
"2281",90,426
"2282",90,429
"2283",90,430
"2284",90,454
"2285",90,491
"2286",91,33
"2287",91,76
"2288",91,77
"2289",91,105
"2290",91,134
"2291",91,152
"2292",91,189
"2293",91,199
"2294",91,208
"2295",91,229
"2296",91,237
"2297",91,246
"2298",91,268
"2299",91,291
"2300",91,305
"2301",91,311
"2302",91,344
"2303",91,353
"2304",91,366
"2305",91,369
"2306",91,376
"2307",91,377
"2308",91,381
"2309",91,404
"2310",91,437
"2311",91,441
"2312",91,445
"2313",91,454
"2314",91,459
"2315",91,491
"2316",92,17
"2317",92,98
"2318",92,102
"2319",92,106
"2320",92,113
"2321",92,130
"2322",92,140
"2323",92,171
"2324",92,206
"2325",92,210
"2326",92,236
"2327",92,245
"2328",92,286
"2329",92,288
"2330",92,321
"2331",92,327
"2332",92,378
"2333",92,383
"2334",92,387
"2335",92,446
"2336",92,470
"2337",92,493
"2338",92,1257
"2339",93,30
"2340",93,32
"2341",93,121
"2342",93,177
"2343",93,193
"2344",93,230
"2345",93,232
"2346",93,261
"2347",93,270
"2348",93,281
"2349",93,283
"2350",93,323
"2351",93,325
"2352",93,335
"2353",93,348
"2354",93,477
"2355",93,905
"2356",94,16
"2357",94,19
"2358",94,20
"2359",94,54
"2360",94,58
"2361",94,59
"2362",94,127
"2363",94,169
"2364",94,174
"2365",94,189
"2366",94,198
"2367",94,219
"2368",94,221
"2369",94,224
"2370",94,225
"2371",94,253
"2372",94,258
"2373",94,276
"2374",94,290
"2375",94,300
"2376",94,314
"2377",94,326
"2378",94,431
"2379",94,438
"2380",94,451
"2381",94,462
"2382",94,471
"2383",94,490
"2384",95,2
"2385",95,22
"2386",95,27
"2387",95,80
"2388",95,152
"2389",95,153
"2390",95,157
"2391",95,162
"2392",95,174
"2393",95,204
"2394",95,207
"2395",95,213
"2396",95,228
"2397",95,269
"2398",95,270
"2399",95,370
"2400",95,374
"2401",95,386
"2402",95,436
"2403",95,452
"2404",95,460
"2405",95,476
"2406",96,40
"2407",96,44
"2408",96,47
"2409",96,89
"2410",96,142
"2411",96,165
"2412",96,181
"2413",96,183
"2414",96,199
"2415",96,212
"2416",96,221
"2417",96,251
"2418",96,258
"2419",96,263
"2420",96,291
"2421",96,297
"2422",96,344
"2423",96,352
"2424",96,359
"2425",96,369
"2426",96,370
"2427",96,395
"2428",96,403
"2429",96,410
"2430",96,417
"2431",96,423
"2432",96,442
"2433",96,445
"2434",96,480
"2435",97,3
"2436",97,62
"2437",97,72
"2438",97,80
"2439",97,89
"2440",97,101
"2441",97,131
"2442",97,188
"2443",97,203
"2444",97,220
"2445",97,222
"2446",97,282
"2447",97,297
"2448",97,300
"2449",97,352
"2450",97,372
"2451",97,383
"2452",97,414
"2453",97,418
"2454",97,428
"2455",97,443
"2456",97,445
"2457",97,494
"2458",97,497
"2459",98,25
"2460",98,37
"2461",98,42
"2462",98,46
"2463",98,59
"2464",98,88
"2465",98,92
"2466",98,120
"2467",98,129
"2468",98,144
"2469",98,164
"2470",98,165
"2471",98,232
"2472",98,283
"2473",98,309
"2474",98,329
"2475",98,392
"2476",98,400
"2477",98,435
"2478",98,455
"2479",98,498
"2480",99,17
"2481",99,31
"2482",99,35
"2483",99,110
"2484",99,129
"2485",99,131
"2486",99,224
"2487",99,230
"2488",99,245
"2489",99,257
"2490",99,269
"2491",99,279
"2492",99,293
"2493",99,295
"2494",99,308
"2495",99,321
"2496",99,347
"2497",99,371
"2498",99,375
"2499",99,378
"2500",99,386
"2501",99,410
"2502",99,447
"2503",100,41
"2504",100,112
"2505",100,207
"2506",100,236
"2507",100,295
"2508",100,296
"2509",100,303
"2510",100,326
"2511",100,347
"2512",100,360
"2513",100,362
"2514",100,395
"2515",100,417
"2516",100,438
"2517",100,460
"2518",101,23
"2519",101,34
"2520",101,67
"2521",101,73
"2522",101,85
"2523",101,97
"2524",101,150
"2525",101,157
"2526",101,185
"2527",101,217
"2528",101,220
"2529",101,238
"2530",101,242
"2531",101,346
"2532",101,368
"2533",101,371
"2534",101,374
"2535",101,383
"2536",101,395
"2537",101,409
"2538",101,416
"2539",101,463
"2540",101,468
"2541",101,491
"2542",102,10
"2543",102,24
"2544",102,32
"2545",102,46
"2546",102,68
"2547",102,84
"2548",102,92
"2549",102,111
"2550",102,124
"2551",102,132
"2552",102,196
"2553",102,213
"2554",102,243
"2555",102,253
"2556",102,260
"2557",102,313
"2558",102,322
"2559",102,351
"2560",102,353
"2561",102,361
"2562",102,380
"2563",102,424
"2564",102,442
"2565",102,491
"2566",103,9
"2567",103,13
"2568",103,20
"2569",103,132
"2570",103,139
"2571",103,156
"2572",103,167
"2573",103,168
"2574",103,169
"2575",103,173
"2576",103,228
"2577",103,233
"2578",103,247
"2579",103,250
"2580",103,252
"2581",103,254
"2582",103,257
"2583",103,303
"2584",103,310
"2585",103,369
"2586",103,374
"2587",103,500
"2588",104,4
"2589",104,22
"2590",104,25
"2591",104,43
"2592",104,174
"2593",104,187
"2594",104,189
"2595",104,244
"2596",104,256
"2597",104,263
"2598",104,291
"2599",104,294
"2600",104,297
"2601",104,309
"2602",104,328
"2603",104,344
"2604",104,345
"2605",104,352
"2606",104,361
"2607",104,372
"2608",104,393
"2609",104,407
"2610",104,480
"2611",104,491
"2612",104,492
"2613",105,23
"2614",105,41
"2615",105,91
"2616",105,111
"2617",105,118
"2618",105,127
"2619",105,153
"2620",105,213
"2621",105,232
"2622",105,238
"2623",105,242
"2624",105,251
"2625",105,298
"2626",105,332
"2627",105,355
"2628",105,362
"2629",105,374
"2630",105,390
"2631",105,430
"2632",105,456
"2633",105,467
"2634",105,500
"2635",106,3
"2636",106,43
"2637",106,59
"2638",106,61
"2639",106,63
"2640",106,64
"2641",106,71
"2642",106,92
"2643",106,107
"2644",106,130
"2645",106,132
"2646",106,145
"2647",106,166
"2648",106,177
"2649",106,229
"2650",106,249
"2651",106,250
"2652",106,259
"2653",106,269
"2654",106,286
"2655",106,298
"2656",106,302
"2657",106,337
"2658",106,362
"2659",106,454
"2660",106,459
"2661",106,464
"2662",106,481
"2663",106,489
"2664",107,78
"2665",107,106
"2666",107,122
"2667",107,136
"2668",107,143
"2669",107,144
"2670",107,152
"2671",107,176
"2672",107,178
"2673",107,208
"2674",107,209
"2675",107,216
"2676",107,228
"2677",107,254
"2678",107,279
"2679",107,354
"2680",107,359
"2681",107,360
"2682",107,377
"2683",107,391
"2684",107,412
"2685",107,425
"2686",107,480
"2687",107,482
"2688",108,36
"2689",108,48
"2690",108,78
"2691",108,80
"2692",108,89
"2693",108,122
"2694",108,124
"2695",108,159
"2696",108,216
"2697",108,219
"2698",108,244
"2699",108,287
"2700",108,303
"2701",108,325
"2702",108,333
"2703",108,345
"2704",108,347
"2705",108,352
"2706",108,359
"2707",108,378
"2708",108,432
"2709",108,445
"2710",108,470
"2711",109,15
"2712",109,22
"2713",109,32
"2714",109,35
"2715",109,44
"2716",109,46
"2717",109,75
"2718",109,154
"2719",109,166
"2720",109,169
"2721",109,177
"2722",109,215
"2723",109,216
"2724",109,234
"2725",109,236
"2726",109,274
"2727",109,277
"2728",109,300
"2729",109,315
"2730",109,407
"2731",109,434
"2732",109,438
"2733",109,451
"2734",109,453
"2735",109,455
"2736",109,470
"2737",109,480
"2738",109,488
"2739",109,490
"2740",109,498
"2741",110,7
"2742",110,69
"2743",110,70
"2744",110,99
"2745",110,188
"2746",110,196
"2747",110,305
"2748",110,319
"2749",110,370
"2750",110,378
"2751",110,387
"2752",110,400
"2753",110,404
"2754",110,431
"2755",110,453
"2756",111,1
"2757",111,9
"2758",111,53
"2759",111,75
"2760",111,89
"2761",111,102
"2762",111,105
"2763",111,153
"2764",111,176
"2765",111,177
"2766",111,197
"2767",111,210
"2768",111,219
"2769",111,239
"2770",111,250
"2771",111,279
"2772",111,318
"2773",111,319
"2774",111,325
"2775",111,336
"2776",111,358
"2777",111,370
"2778",111,372
"2779",111,376
"2780",111,377
"2781",111,383
"2782",111,396
"2783",111,416
"2784",111,418
"2785",111,437
"2786",111,450
"2787",112,4
"2788",112,13
"2789",112,65
"2790",112,70
"2791",112,75
"2792",112,90
"2793",112,100
"2794",112,129
"2795",112,133
"2796",112,150
"2797",112,159
"2798",112,180
"2799",112,190
"2800",112,198
"2801",112,215
"2802",112,254
"2803",112,264
"2804",112,280
"2805",112,298
"2806",112,305
"2807",112,325
"2808",112,359
"2809",112,394
"2810",112,405
"2811",112,439
"2812",112,460
"2813",112,462
"2814",112,473
"2815",113,13
"2816",113,86
"2817",113,87
"2818",113,92
"2819",113,118
"2820",113,126
"2821",113,179
"2822",113,208
"2823",113,214
"2824",113,216
"2825",113,310
"2826",113,311
"2827",113,313
"2828",113,326
"2829",113,342
"2830",113,348
"2831",113,366
"2832",113,383
"2833",113,453
"2834",113,461
"2835",113,483
"2836",113,980
"2837",114,62
"2838",114,70
"2839",114,83
"2840",114,85
"2841",114,140
"2842",114,195
"2843",114,218
"2844",114,252
"2845",114,299
"2846",114,319
"2847",114,350
"2848",114,372
"2849",114,383
"2850",114,410
"2851",114,426
"2852",114,440
"2853",114,442
"2854",114,443
"2855",114,446
"2856",114,459
"2857",114,486
"2858",114,494
"2859",115,3
"2860",115,14
"2861",115,21
"2862",115,34
"2863",115,35
"2864",115,49
"2865",115,132
"2866",115,143
"2867",115,171
"2868",115,212
"2869",115,245
"2870",115,251
"2871",115,262
"2872",115,271
"2873",115,286
"2874",115,296
"2875",115,348
"2876",115,353
"2877",115,363
"2878",115,366
"2879",115,377
"2880",115,380
"2881",115,407
"2882",115,424
"2883",115,452
"2884",115,459
"2885",115,484
"2886",115,500
"2887",116,24
"2888",116,73
"2889",116,142
"2890",116,189
"2891",116,191
"2892",116,200
"2893",116,210
"2894",116,216
"2895",116,231
"2896",116,249
"2897",116,251
"2898",116,265
"2899",116,267
"2900",116,287
"2901",116,312
"2902",116,315
"2903",116,321
"2904",116,336
"2905",116,355
"2906",116,373
"2907",116,374
"2908",116,390
"2909",116,438
"2910",116,448
"2911",116,490
"2912",116,493
"2913",117,30
"2914",117,31
"2915",117,66
"2916",117,82
"2917",117,85
"2918",117,125
"2919",117,237
"2920",117,241
"2921",117,250
"2922",117,270
"2923",117,304
"2924",117,312
"2925",117,349
"2926",117,360
"2927",117,363
"2928",117,380
"2929",117,388
"2930",117,394
"2931",117,400
"2932",117,418
"2933",117,443
"2934",117,445
"2935",117,446
"2936",117,459
"2937",117,467
"2938",117,476
"2939",117,486
"2940",117,489
"2941",117,492
"2942",118,20
"2943",118,26
"2944",118,28
"2945",118,48
"2946",118,53
"2947",118,63
"2948",118,75
"2949",118,105
"2950",118,113
"2951",118,233
"2952",118,252
"2953",118,256
"2954",118,281
"2955",118,295
"2956",118,329
"2957",118,363
"2958",118,382
"2959",118,396
"2960",118,413
"2961",118,438
"2962",118,464
"2963",118,492
"2964",119,44
"2965",119,81
"2966",119,129
"2967",119,143
"2968",119,197
"2969",119,201
"2970",119,206
"2971",119,217
"2972",119,223
"2973",119,246
"2974",119,265
"2975",119,282
"2976",119,330
"2977",119,337
"2978",119,371
"2979",119,378
"2980",119,392
"2981",119,433
"2982",119,457
"2983",119,476
"2984",119,495
"2985",119,1827
"2986",120,10
"2987",120,17
"2988",120,24
"2989",120,49
"2990",120,98
"2991",120,181
"2992",120,219
"2993",120,233
"2994",120,251
"2995",120,252
"2996",120,267
"2997",120,312
"2998",120,328
"2999",120,352
"3000",120,359
"3001",120,360
"3002",120,369
"3003",120,420
"3004",120,429
"3005",120,466
"3006",120,479
"3007",121,22
"3008",121,39
"3009",121,40
"3010",121,70
"3011",121,72
"3012",121,93
"3013",121,145
"3014",121,147
"3015",121,196
"3016",121,207
"3017",121,229
"3018",121,237
"3019",121,250
"3020",121,261
"3021",121,273
"3022",121,358
"3023",121,359
"3024",121,378
"3025",121,389
"3026",121,403
"3027",121,411
"3028",121,428
"3029",121,431
"3030",121,446
"3031",121,462
"3032",122,22
"3033",122,35
"3034",122,70
"3035",122,74
"3036",122,87
"3037",122,107
"3038",122,108
"3039",122,128
"3040",122,141
"3041",122,162
"3042",122,177
"3043",122,193
"3044",122,201
"3045",122,226
"3046",122,233
"3047",122,261
"3048",122,273
"3049",122,351
"3050",122,357
"3051",122,365
"3052",122,388
"3053",122,394
"3054",122,397
"3055",122,447
"3056",122,454
"3057",122,464
"3058",122,475
"3059",122,496
"3060",122,499
"3061",123,2
"3062",123,37
"3063",123,70
"3064",123,73
"3065",123,80
"3066",123,82
"3067",123,85
"3068",123,138
"3069",123,148
"3070",123,151
"3071",123,180
"3072",123,216
"3073",123,224
"3074",123,229
"3075",123,291
"3076",123,376
"3077",123,386
"3078",123,393
"3079",123,394
"3080",123,395
"3081",123,405
"3082",123,434
"3083",123,444
"3084",123,446
"3085",123,457
"3086",123,476
"3087",123,479
"3088",123,496
"3089",123,1287
"3090",124,5
"3091",124,18
